bookID,title,authors,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
2785,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,eng,256,81,12,09-01-95,Mariner Books
27399,The Lost Painting,Jonathan Harr,eng,368,5,0,11-01-05,Random House Large Print
27398,The Lost Painting,Jonathan Harr,en-US,320,24619,765,11-07-06,Random House Trade Paperbacks
25078,Savage Inequalities: Children in America's Schools,Jonathan Kozol,eng,272,15923,666,06-12-92,Harper Perennial
32078,Amnesia Moon,Jonathan Lethem,eng,256,2953,230,08-08-05,Mariner Books
16718,Gun  With Occasional Music,Jonathan Lethem,eng,271,8141,786,09-01-03,Mariner Books
9799,The Fortress of Solitude,Jonathan Lethem,eng,528,16714,1010,01-06-05,Faber and Faber
16716,The Wall of the Sky  the Wall of the Eye,Jonathan Lethem,eng,304,1158,95,03-05-07,Mariner Books
34658,Shattered Sword: The Untold Story of the Battle of Midway,Jonathan Parshall/Anthony Tully,eng,612,1876,161,11-01-05,Potomac Books
29367,The Fourth Crusade: And the Sack of Constantinople,Jonathan Phillips,eng,416,25,6,04-07-05,Pimlico
34768,Trevayne,Jonathan Ryder/Robert Ludlum,en-GB,469,9,0,06-01-86,Dell
4584,Everything Is Illuminated,Jonathan Safran Foer,eng,276,5210,522,06-05-03,Penguin Group
4588,Extremely Loud and Incredibly Close,Jonathan Safran Foer,eng,326,335477,19241,04-04-06,Mariner Books
44567,Todo está iluminado,Jonathan Safran Foer,spa,352,8,0,07-05-05,Debolsillo
6069,Achilles in Vietnam: Combat Trauma and the Undoing of Character,Jonathan Shay,en-US,272,1130,110,10-01-95,Scribner
2677,A Modest Proposal and Other Satirical Works,Jonathan Swift,eng,64,13562,141,02-02-96,Dover Publications
7734,Gulliver's Travels,Jonathan Swift/Claude Julien Rawson/Ian Higgins,eng,422,258,21,03-10-05,Oxford University Press
7737,Gulliver's Travels,Jonathan Swift/David Case,eng,0,4,1,10-01-06,Tantor Media
2678,Gulliver's Travels / A Modest Proposal,Jonathan Swift/Jesse Gale,eng,416,2161,50,08-01-05,Simon  Schuster
11121,Gulliver's Travels,Jonathan Swift/Robert A. Greenberg,eng,432,174,9,03-01-80,W. W. Norton & Company
7741,Gulliver's Travels,Jonathan Swift/Robert Hardy,eng,3,8,0,01-01-01,Hodder Audio
30666,Gulliver's Travels,Jonathan Swift/YKids,en-US,148,7,0,07-01-07,YoungJin Singapore Pte. Ltd.
31851,An Introduction to Political Philosophy,Jonathan Wolff,eng,215,767,44,03-01-06,Oxford University Press  USA
25623,Amarse con los ojos abiertos,Jorge Bucay/Silvia Salinas,spa,237,1425,59,03-01-04,Alfaguara
29052,Marijuana Horticulture: The Indoor/Outdoor Medical Grower's Bible,Jorge Cervantes,eng,512,431,25,03-01-06,Van Patten Publishing
5794,El Aleph,Jorge Luis Borges,spa,253,146,9,09-01-07,Planeta Publishing
17950,Obra Poética,Jorge Luis Borges,spa,645,50,3,06-01-05,Emecé Editores
16569,Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,spa,232,90,4,12-09-99,BCP/Duckworth Publishing
16566,Selected Non-Fictions,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen/Eliot Weinberger,eng,560,2059,90,11-01-00,Penguin Books
29565,The Stone Raft,José Saramago,eng,272,3224,180,06-01-00,Panther
28860,El Evangelio Según Jesucristo,José Saramago/Basilio Losada,spa,480,34,6,10-01-01,Santillana USA Publishing Company
2526,Blindness,José Saramago/Giovanni Pontiero,eng,326,107455,7778,10-04-99,Mariner Books
2542,The History of the Siege of Lisbon,José Saramago/Giovanni Pontiero,eng,314,331,62,09-01-98,Mariner Books
2528,All the Names,José Saramago/Margaret Jull Costa,eng,245,11016,734,10-05-01,Mariner Books
2529,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,eng,64,3331,242,10-05-00,Mariner Books
2538,El hombre duplicado,José Saramago/Pilar del Río,spa,380,1295,106,09-01-04,Punto de Lectura
2539,Ensayo sobre la lucidez,José Saramago/Pilar del Río,spa,461,1744,124,01-01-05,Punto de Lectura
2541,La caverna,José Saramago/Pilar del Río,spa,441,842,69,02-01-03,Punto de Lectura
2543,Las intermitencias de la muerte,José Saramago/Pilar del Río,spa,274,2862,306,12-01-05,Alfaguara
18432,The Real Rule of Four: The Unauthorized Guide to the New York Times #1 Bestseller,Joscelyn Godwin,eng,208,88,5,11-01-05,Disinformation Books
1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,eng,125,26,4,02-11-19,St. Augustines Press
25534,Faulkner: A Biography,Joseph Blotner,eng,778,82,10,05-04-05,University Press of Mississippi
35515,The Inner Reaches of Outer Space: Metaphor as Myth and as Religion (Collected Worksl),Joseph Campbell,en-GB,160,971,49,01-09-02,New World Library
35519,The Power of Myth,Joseph Campbell/Bill Moyers,eng,320,38720,1451,06-01-88,Anchor
4900,Heart of Darkness,Joseph Conrad,eng,188,321078,8423,10-01-03,Green Integer
4907,Heart of Darkness,Joseph Conrad,eng,132,92,11,05-01-03,Wildside Press
12194,Lord Jim,Joseph Conrad,eng,455,21925,838,11-07-00,Broadview Press Inc
12193,The Portable Conrad,Joseph Conrad/Morton Dauwen Zabel/Frederick R. Karl,eng,762,97,7,12-09-76,Penguin Books
39535,Fabulous Small Jews,Joseph Epstein,en-US,352,192,29,07-06-04,Mariner Books
18807,Dostoevsky: The Mantle of the Prophet  1871-1881,Joseph Frank,eng,800,101,12,09-02-03,Princeton University Press
32813,Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,eng,256,29,2,05-10-99,Liguori Publications
4610,Catch-22,Joseph Heller,eng,519,5517,452,10-06-94,Vintage
10713,Closing Time,Joseph Heller,eng,464,106,9,07-01-03,Simon & Schuster (Trade Division)
10711,God Knows,Joseph Heller,eng,368,2992,163,11-12-97,Simon  Schuster
10714,Good as Gold,Joseph Heller,eng,445,2631,100,11-12-97,Simon  Schuster
10718,Something Happened,Joseph Heller,eng,576,6166,399,11-12-97,Simon  Schuster
22680,American Sphinx: The Character of Thomas Jefferson,Joseph J. Ellis,eng,440,20178,590,04-07-98,Vintage
7493,Founding Brothers: The Revolutionary Generation,Joseph J. Ellis,eng,290,37996,1631,02-05-02,BALLANTINE BOOKS
6462,His Excellency: George Washington,Joseph J. Ellis,eng,320,32978,1112,11-08-05,Vintage
2499,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,en-GB,275,68,6,10-01-98,Hampton Roads Publishing Company
22736,Yeats ist tot!,Joseph O'Connor/Diethard Herles/Pauline McLynn/Gerard Stembridge/Frank McCourt/Conor McPherson/Gene Kerrigan/Gina Moxley/Marian Keyes/Anthony Cronin/Owen O'Neill/Hugo Hamilton/Charlie O'Neill/Tom Humphries/Donal O'Kelly,ger,332,11,2,04-01-03,List Taschenbuch
23608,Tolkien: Man and Myth: A Literary Life,Joseph Pearce,eng,256,467,31,12-01-01,Ignatius Press
22547,Tales from the Dark Tower,Joseph Vargo/Christine Filipak/Eric Muss-Barnes/Jalone J. Haessig/Joseph Iorillo/Robert Michaels/Russell Novotny/James Pipik,en-US,282,54,5,10-01-03,Monolith Graphics
37170,Finnegan's Week,Joseph Wambaugh,eng,352,561,42,08-01-95,Bantam
21494,Floaters,Joseph Wambaugh,eng,291,567,38,03-03-97,Bantam
21489,Hollywood Station (Hollywood Station  #1),Joseph Wambaugh,en-US,340,2104,220,01-03-07,Little Brown and Company
21508,Lines and Shadows,Joseph Wambaugh,en-US,416,680,43,11-01-95,Bantam
21498,The Black Marble,Joseph Wambaugh,en-US,416,936,45,09-02-98,Dell
37169,The Delta Star,Joseph Wambaugh,eng,291,592,20,01-01-84,Bantam
21495,The New Centurions,Joseph Wambaugh,eng,368,2180,66,03-01-87,Dell
21505,The Secrets of Harry Bright,Joseph Wambaugh,eng,307,605,26,05-07-87,Sphere
23307,Ulysses S. Grant,Josiah Bunting/Arthur M. Schlesinger Jr.,eng,208,445,40,09-08-04,Times Books
31979,Astonishing X-Men  Volume 1: Gifted,Joss Whedon/John Cassaday,eng,152,24262,557,05-10-06,Marvel
25401,Maya,Jostein Gaarder/James Anderson,eng,352,3704,136,05-10-11,Phoenix
25403,The Orange Girl,Jostein Gaarder/James Anderson,eng,151,12162,709,07-06-05,Phoenix
11784,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,eng,292,1168,129,09-01-06,HarperCollins Publishers
15974,Black Water,Joyce Carol Oates,eng,160,5513,484,05-01-93,Plume
15973,Middle Age: A Romance,Joyce Carol Oates,eng,480,1650,199,10-01-02,Ecco
15971,The Assignation: Stories,Joyce Carol Oates,eng,208,337,23,08-01-96,PerfectBound
15967,The Falls,Joyce Carol Oates,eng,512,8278,748,08-02-05,Harper Perennial
15977,The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,en-US,229,778,122,08-06-07,Houghton Mifflin Harcourt
5204,We Were the Mulvaneys,Joyce Carol Oates,eng,454,87367,2553,09-01-97,Plume
11780,You Must Remember This,Joyce Carol Oates,eng,436,2115,116,11-01-98,Plume
11785,Zombie,Joyce Carol Oates,eng,181,6028,821,09-01-96,Plume
11779,Them (Wonderland Quartet  #3),Joyce Carol Oates/Elaine Showalter,eng,576,2686,230,09-12-06,Modern Library
11781,Wonderland (Wonderland Quartet  #4),Joyce Carol Oates/Elaine Showalter,eng,528,912,97,09-12-06,Modern Library
13845,More Milly Molly Mandy,Joyce Lankester Brisley,eng,224,846,17,09-01-99,Kingfisher
13360,Battlefield of the Mind: Winning the Battle in Your Mind,Joyce Meyer,en-US,288,27204,698,10-01-02,FaithWords
38667,Pedro Páramo,Juan Rulfo,spa,132,1386,209,12-01-09,Editorial RM
38670,Pedro Páramo,Juan Rulfo,ger,132,450,32,04-01-99,Suhrkamp
38665,Pedro Páramo / El Llano en llamas,Juan Rulfo,spa,290,5103,118,04-01-06,Planeta
38669,Pedro Paramo / El Llano En Llamas,Juan Rulfo,spa,290,6,2,11-01-02,Planeta Publishing
38788,The Burning Plain and Other Stories,Juan Rulfo/Kermit Oliver/George D. Schade,en-US,191,337,45,01-01-71,University of Texas Press
38787,Pedro Páramo,Juan Rulfo/Margaret Sayers Peden/Susan Sontag,eng,128,28102,1511,03-10-94,Grove Press
32950,Outsiders  Vol. 5: The Good Fight,Judd Winick/Matthew Clark/Art Thibert/Pop Mhan/Ron Randall,eng,192,122,12,01-03-07,DC Comics
15216,Sorcery Rising (Fool's Gold  #1),Jude Fisher,en-US,528,1313,52,07-01-03,DAW
15249,The Lord of the Rings: The Return of the King - Visual Companion,Jude Fisher,eng,72,26,3,11-06-03,HarperCollins
15221,The Lord of the Rings: The Two Towers: Visual Companion,Jude Fisher/Viggo Mortensen,eng,72,4524,23,11-06-02,Houghton Mifflin Harcourt
20086,The Mark of the Crown (Star Wars: Jedi Apprentice  #4),Jude Watson,eng,131,2319,63,10-01-99,Scholastic Inc.
33028,Underworld (Star Wars: The Last of the Jedi  #3),Jude Watson,eng,160,840,23,12-01-05,Scholastic Paperbacks
8074,The Wind Thief,Judi Barrett/Diane Dawson Hearn,eng,32,4,1,01-01-77,Atheneum Books
8073,Cloudy With a Chance of Meatballs (Cloudy with a Chance of Meatballs  #1),Judi Barrett/Ron Barrett,eng,32,124141,2038,04-01-82,Atheneum Books for Young Readers
17011,A Devilish Dilemma,Judith A. Lansdowne,eng,288,54,6,01-01-98,Zebra
45334,Mandala: Luminous Symbols for Healing (with a New CD of Meditations and Exercises!),Judith Cornell/Joan Borysenko/Miron Borysenko,en-US,176,73,4,09-01-06,Quest Books
11616,The Gardens of Emily Dickinson,Judith Farr/Louise Carter,eng,350,54,13,10-01-05,Harvard University Press
17679,Writing the Qualitative Dissertation: Understanding by Doing,Judith M. Meloy,eng,242,9,0,07-03-01,Psychology Press
16006,Paradise (Second Opportunities  #1),Judith McNaught,eng,709,27430,1132,07-01-03,Pocket Books
5738,I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,en-US,64,237,45,10-12-05,Simon  Schuster
4479,Sad Underwear and Other Complications: More Poems for Children and Their Parents,Judith Viorst/Richard  Hull,en-US,80,109,13,04-01-00,Atheneum Books for Young Readers
37743,Forever . . .,Judy Blume,eng,178,45863,2952,06-03-05,Pan Childrens
37736,Forever...,Judy Blume,eng,199,239,51,12-01-02,Atheneum/Richard Jackson Books
37737,Fudge-a-Mania (Fudge  #4),Judy Blume,eng,176,26588,538,01-06-04,Berkley
37731,Just as Long as We're Together,Judy Blume,eng,202,9375,422,04-09-01,Macmillan Children's Books
37741,Tales of a Fourth Grade Nothing (Fudge  #1),Judy Blume,eng,144,122085,2156,01-06-04,Berkley
37744,Wifey,Judy Blume,eng,304,11056,750,09-06-05,Berkley
37734,Wifey / Smart Women,Judy Blume,eng,560,376,20,10-02-01,Pocket Books
34327,La Biblia de los Critales: Guia definitiva de los cristales (Cuerpo-Mente),Judy Hall,spa,383,6,0,01-01-06,Gaia Books
1853,Wild About Books,Judy Sierra/Marc Brown,eng,40,4541,378,08-10-04,Alfred A. Knopf Books for Young Readers
6057,The Long Road Back: A Survivor's Guide to Anorexia,Judy Tam Sargent/Sonia Nordenson,en-GB,194,30,3,10-01-98,North Star Publications (MA)
32827,From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,eng,136,17325,421,10-01-06,Aegypan
33507,Twenty Thousand Leagues Under the Sea (Extraordinary Voyages  #6),Jules Verne/Anthony Bonner,eng,394,142879,3087,04-01-02,Barnes & Noble
32836,Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,eng,236,156,17,06-07-05,Signet
32844,The Mysterious Island,Jules Verne/Jordan Stump/Caleb Carr,eng,630,114,14,12-10-02,Modern Library
11208,How the García Girls Lost Their Accents,Julia Alvarez,eng,304,18032,1144,10-04-05,Plume
11204,Something to Declare,Julia Alvarez,en-US,300,726,50,09-01-99,Plume Books
9507,Virginia Woolf: An Inner Life,Julia Briggs,eng,544,635,21,11-06-06,Mariner Books
7803,The Legacy of Luna: The Story of a Tree  a Woman  and the Struggle to Save the Redwoods,Julia Butterfly Hill,eng,262,1844,220,04-03-01,HarperOne
5084,My Life in France,Julia Child/Alex Prud'Homme,eng,336,69153,6152,04-04-06,Knopf Publishing Group
27647,Secretos De Familia,Julia Glass,spa,528,0,1,11-01-06,Puzzle-Roca
30587,Inconceivable: A Woman's Triumph Over Despair and Statistics,Julia Indichova/Christiane Northrup,eng,224,170,25,10-09-01,Harmony
19041,Big Red Tub,Julia Jarman/Adrian    Reynolds,eng,32,241,29,12-01-04,Orchard
138,eBay: Top 100 Simplified Tips & Tricks,Julia Wilkinson,eng,260,9,0,06-06-06,Wiley
45369,Arthur & George,Julian Barnes,eng,445,11626,1141,01-09-07,Vintage International
37585,The Lemon Table,Julian Barnes,eng,241,2043,167,04-05-05,Vintage
40259,World Atlas of Great Apes and their Conservation,Julian Caldecott/Lera Miles,en-GB,456,10,2,11-01-05,University of California Press
29625,The Origin of Consciousness in the Breakdown of the Bicameral Mind,Julian Jaynes,en-GB,467,7,1,06-01-79,Allen Lane
2411,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,eng,164,0,0,07-01-93,University of Illinois Press
41334,The Adversary (Saga of Pliocene Exile  #4),Julian May,eng,472,4404,54,09-12-87,Del Rey Books
41336,The Sagittarius Whorl (Rampart Worlds #3),Julian May,eng,384,339,4,01-02-01,Del Rey Books
17293,Babies (Baby Einstein),Julie Aigner-Clark,eng,20,31,2,04-02-02,Disney Press
14378,Sweet Dreams  Mimi (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,eng,16,37,3,04-01-04,Disney Press
8773,Violet's House: A Giant Touch-and-Feel Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,eng,10,39,7,11-01-03,Disney Press
42579,Water  Water Everywhere: A Splash & Giggle Bath Book (Baby Einstein),Julie Aigner-Clark/Nadeem Zaidi,eng,10,79,10,09-01-03,Hyperion Books for Children
10329,Dumpy's Valentine,Julie Andrews Edwards/Emma Walton Hamilton/Tony Walton/Ruby Randig,eng,24,22,4,12-12-06,Julie Andrews Collection
5875,Regeneration (Species Imperative  #3),Julie E. Czerneda,en-US,543,54,2,05-02-06,DAW Hardcover
23243,Aphrodite's Flame (Superhero Central #4),Julie Kenner,eng,338,385,16,08-01-04,Love Spell
23236,Aphrodite's Passion (Superhero Central #2),Julie Kenner,eng,352,534,33,04-01-02,Love Spell
23240,Aphrodite's Secret (Superhero Central #3),Julie Kenner,eng,369,410,20,05-06-03,Love Spell
23239,Demons Are Forever (Demon-Hunting Soccer Mom  #3),Julie Kenner,eng,292,2368,162,07-03-07,Berkley Publishing Group
23238,The Cat's Fancy,Julie Kenner,eng,391,244,27,08-01-00,Love Spell
23242,The Good Ghouls' Guide to Getting Even (Beth Frasier #1),Julie Kenner,eng,256,901,73,04-03-07,Berkley Trade
23237,The Manolo Matrix (Codebreaker Trilogy #2),Julie Kenner,eng,352,651,34,02-01-06,Downtown Press
40199,How to Breathe Underwater,Julie Orringer,eng,222,194,34,04-07-05,Penguin
6658,When the Emperor Was Divine,Julie Otsuka,en-US,160,180,27,01-12-04,Penguin
13747,Julie and Julia: 365 Days  524 Recipes  1 Tiny Apartment Kitchen,Julie Powell,eng,310,136123,5852,09-01-05,Little Brown and Company
13746,Julie and Julia: My Year of Cooking Dangerously,Julie Powell,en-US,307,2261,537,09-07-06,Back Bay Books
2560,Willem de Kooning: Late Paintings,Julie Sylvester/David Sylvester,eng,83,1,0,09-01-06,Schirmer Mosel
13931,Foxmask (Saga of the Light Isles  #2),Juliet Marillier,eng,560,4123,145,11-01-05,Tor Fantasy
25296,The Dark Mirror (The Bridei Chronicles  #1),Juliet Marillier,en-US,561,7525,376,03-06-07,Tor Fantasy
13922,Wolfskin (Saga of the Light Isles  #1),Juliet Marillier,eng,544,5653,225,08-01-04,Tor Books
25032,Classical Drawing Atelier: A Contemporary Guide to Traditional Studio Practice,Juliette Aristides,eng,160,3686,24,11-01-06,Watson-Guptill
25037,El rey de Les Halles,Juliette Benzoni/Francisco Rodriguez de Lecea,spa,448,207,5,01-01-07,Ediciones B
25034,The Complete Herbal Handbook for the Dog and Cat,Juliette De Bairacli Levy,eng,368,106,7,04-08-91,Faber  Faber
25033,Common Herbs for Natural Health,Juliette De Bairacli Levy/Heather  Wood,eng,223,113,7,04-11-96,Ash Tree Publishing
9763,Wild Swans: Three Daughters of China,Jung Chang,eng,666,1832,214,04-05-04,Harper Perennial
1848,Wild Swans: Three Daughters of China,Jung Chang,eng,562,73572,4280,08-12-03,Simon  Schuster
14091,Prétear  Vol. 3 (Prétear  #3),Junichi Satō/Kaori Naruse,eng,172,326,10,10-12-04,ADV Manga
34462,Naomi,Jun'ichirō Tanizaki/Anthony H. Chambers,en-GB,237,3825,272,04-10-01,Vintage
34473,In Praise of Shadows,Jun'ichirō Tanizaki/Edward G. Seidensticker/Thomas J. Harper/Charles Moore,eng,56,6674,480,12-01-77,Leete's Island Books
34463,Seven Japanese Tales,Jun'ichirō Tanizaki/Howard Hibbett,eng,298,1291,86,10-01-96,Vintage
34468,A Cat  a Man  and Two Women,Jun'ichirō Tanizaki/Paul McCarthy,eng,164,972,74,04-01-92,Kodansha
9550,In Praise of Shadows,Jun'ichirō Tanizaki/Thomas J. Harper/Edward G. Seidensticker,eng,73,467,32,05-03-01,Vintage Classics
13633,Tomie 1  富江,Junji Ito/伊藤潤二,eng,248,900,38,04-04-05,ComicsOne Corporation
13634,Tomie 2  富江 Part 2,Junji Ito/伊藤潤二,eng,247,521,32,04-04-05,ComicsOne Corporation
25152,Uzumaki: Spiral into Horror  Vol. 1,Junji Ito/伊藤潤二,eng,208,12618,774,10-06-01,Viz Media
25153,Uzumaki: Spiral into Horror  Vol. 2.,Junji Ito/伊藤潤二,eng,208,7275,286,07-06-02,Viz Media
25154,Uzumaki: Spiral Into Horror  Vol. 3,Junji Ito/伊藤潤二,eng,250,6790,337,10-06-02,Viz Media
13630,Museum of Terror  Vol. 1: Tomie 1,Junji Ito/伊藤潤二/Naomi Kokubo,eng,375,1444,83,08-08-06,Dark Horse Comics
7861,No One Is Illegal: Fighting Racism and State Violence on the U.S.-Mexico Border,Justin Akers Chacón/Mike  Davis,eng,240,237,22,04-01-06,Haymarket Books
45291,Walt Whitman: A Life,Justin Kaplan,eng,464,217,17,07-08-03,Harper Perennial Modern Classics
27356,Black Meets White,Justine Korman Fontes/Geoff Waring,en-US,24,50,11,07-12-05,Candlewick Press
26738,President Dad  Volume 2,Ju-Yeon Rhim,en-US,168,73,1,03-08-05,TokyoPop
7089,The Android (Animorphs  #10),K.A. Applegate/Katherine Applegate,eng,170,3856,119,09-01-97,Scholastic  Inc.
10002,Three Plays: Involuntary Homicide / The Green Stockings / The Ghost is Here,Kōbō Abe/Donald Keene,eng,233,83,4,03-01-97,Columbia University Press
10000,The Face of Another,Kōbō Abe/E. Dale Saunders,eng,238,2584,153,02-04-03,Vintage
9997,The Ruined Map,Kōbō Abe/E. Dale Saunders,eng,304,1398,105,12-04-01,Vintage
10004,Secret Rendezvous,Kōbō Abe/Juliet Winters Carpenter,eng,192,989,82,07-09-02,Vintage
25794,Birthday (Ring  #4),Kōji Suzuki/Glynne Walley,eng,216,866,37,12-12-06,Vertical
26759,Dark Water,Kōji Suzuki/Glynne Walley,eng,279,2433,146,06-06-06,Vertical
20394,Der Prophet,Kahlil Gibran,ger,95,9,0,09-01-01,Benziger
20398,Le prophète,Kahlil Gibran,fre,172,1,0,10-08-02,Dervy
2545,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,eng,902,1432,45,10-06-09,Castle Books
289,The Beloved: Reflections on the Path of the Heart,Kahlil Gibran/John Walbridge/Robin Waterfield,eng,102,328,16,01-01-98,Penguin Books
291,The Broken Wings,Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris,eng,132,6432,517,03-03-03,Citadel
2547,The Prophet,Kahlil Gibran/جبران خليل جبران/Jihad El,eng,127,184293,5418,01-01-10,Rupa & Co
285,Love Letters,Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari,eng,178,203,8,07-01-99,One World (UK)
3530,Kare First Love  Vol. 10 (Kare First Love  #10),Kaho Miyasaka,eng,208,715,18,12-12-06,VIZ Media LLC
3525,Kare First Love  Vol. 9 (Kare First Love  #9),Kaho Miyasaka,eng,208,612,8,09-12-06,VIZ Media LLC
29529,Rebirth Volume 5,Kang-Woo Lee/Lauren Na,eng,184,102,2,12-02-03,TokyoPop
29499,Demon Diary  Volume 02,Kara/Jee-Hyung Lee,eng,199,1672,26,07-08-03,TokyoPop
29497,Demon Diary  Volume 01,Kara/Lee Chi-Hyong,eng,192,4685,78,05-06-03,TokyoPop
29498,Demon Diary  Volume 03,Kara/Lee Yun-Hee,eng,187,1296,20,09-09-03,TokyoPop
29500,Demon Diary  Volume 04,Kara/Lee Yun-Hee,eng,192,1182,15,11-04-03,TokyoPop
33411,War with the Newts,Karel Čapek/M. Weatherall/R. Weatherall/Ivan Klíma,eng,348,170,22,10-07-96,Northwestern University Press
17040,American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,eng,792,1,0,03-04-05,Longman Publishing Group
1658,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor/Larry J. Sabato,eng,664,0,0,03-11-05,Longman Publishing Group
17043,Essentials of American Government: Continuity and Change,Karen  O'Connor/Larry J. Sabato,eng,604,4,0,04-01-05,Longman Publishing Group
34892,Bright Star's Promise,Karen A. Bale,eng,444,13,3,07-01-94,Zebra
27303,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,eng,496,1343,144,08-09-94,Ballantine Books
3873,A History of God: The 4 000-Year Quest of Judaism  Christianity  and Islam,Karen Armstrong,eng,460,38915,1087,03-02-04,Gramercy Books
27306,Islam: A Short History,Karen Armstrong,eng,230,7660,448,08-06-02,Modern Library
27310,Muhammad: A Biography of the Prophet,Karen Armstrong,eng,304,4978,258,09-10-93,HarperOne
27541,Financial Intelligence: A Manager's Guide to Knowing What the Numbers Really Mean,Karen Berman/Joe Knight/John  Case,eng,272,1870,92,01-01-06,Harvard Business Review Press
24137,Catherine  Called Birdy,Karen Cushman,eng,224,33557,1280,06-01-04,HarperTrophy
39989,Matilda Bone,Karen Cushman/Trina Schart Hyman,eng,176,3061,215,03-12-02,Yearling
40127,Leonardo's Swans,Karen Essex,eng,351,5473,230,01-09-07,Anchor Books
26482,The Music of Dolphins,Karen Hesse,eng,181,6015,566,02-01-98,Scholastic Paperbacks
26480,Witness,Karen Hesse,eng,161,4667,703,03-01-03,Scholastic Paperbacks
5984,Aleutian Sparrow,Karen Hesse/Evon Zerbetz/Kim McGillivray,eng,160,710,146,06-01-05,Margaret K. McElderry Books
26481,The Cats In Krasinski Square,Karen Hesse/Wendy Watson,eng,32,955,195,08-01-04,Scholastic Press
23378,Counting Christmas,Karen Katz,eng,32,154,26,10-01-03,Margaret K. McElderry Books
23377,Where Is Baby's Mommy? (A Lift-the-Flap Book),Karen Katz,eng,14,434,28,04-01-01,Little Simon
11429,Ever After (Lost Love  #2),Karen Kingsbury,eng,337,10722,354,01-01-07,Zondervan
11426,Family (Firstborn  #4),Karen Kingsbury,eng,345,8370,143,10-01-06,Tyndale House Publishers
11427,Found (Firstborn  #3),Karen Kingsbury,eng,342,8874,174,08-01-06,Tyndale House Publishers
11431,The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury,eng,640,718,36,10-10-06,FaithWords
35332,Remember (Redemption  #2),Karen Kingsbury/Gary Smalley,eng,432,18445,388,01-01-03,Tyndale House Publishers
11430,Return (Redemption  #3),Karen Kingsbury/Gary Smalley,eng,384,13180,288,09-01-03,Tyndale House Publishers
11432,Reunion (Redemption  #5),Karen Kingsbury/Gary Smalley,en-US,400,12509,271,07-01-04,Tyndale House Publishers
10324,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,Karen Rizzo,eng,160,48,12,10-01-06,Stewart  Tabori and Chang
43706,Through the Arc of the Rain Forest,Karen Tei Yamashita,eng,212,127,18,07-01-90,Coffee House Press
43708,Tropic of Orange,Karen Tei Yamashita,eng,268,1749,118,09-01-97,Coffee House Press
45392,The Brave Women of the Gulf Wars: Operation Desert Storm and Operation Iraqi Freedom,Karen Zeinert/Mary Miller,eng,112,1,0,09-01-05,Twenty-First Century Books (CT)
21718,Blindsighted (Grant County  #1),Karin Slaughter,eng,418,53996,2171,10-01-02,HarperTorch
21725,Like a Charm,Karin Slaughter/Denise Mina/John Harvey/Kelley Armstrong/John Connolly/Emma Donoghue/Jane Haddam/Laura Lippman/Peter Robinson/Fidelis Morgan/Peter Moore Smith/Lynda La Plante/Jerrilyn Farmer/Lee Child/Mark Billingham,eng,384,1322,88,06-03-04,Arrow
41072,Natural Theology: Comprising Nature & Grace by Professor Dr Emil Brunner & the Reply No! by Dr Karl Barth,Karl Barth/Emil Brunner/Peter Fraenkel,en-GB,132,92,11,12-01-02,Wipf & Stock Publishers
43098,The Communist Manifesto,Karl Marx/Friedrich Engels/Eric Hobsbawm,eng,88,309,38,05-01-98,Verso
30482,The Communist Manifesto and Other Writings,Karl Marx/Friedrich Engels/Martin Puchner,eng,224,26,0,10-01-05,Barnes  Noble Classics
30477,The Communist Manifesto,Karl Marx/Friedrich Engels/Phil Gasper,eng,221,138,20,10-01-05,Haymarket Books
30488,The Communist Manifesto,Karl Marx/Friedrich Engels/Samuel Moore,eng,48,733,55,06-01-48,International Publishers (NYC)
28940,Behind the Scenes at the Museum,Kate Atkinson,eng,336,26443,2116,11-12-99,Picador USA
